Site ID,Which folder?,Shared sites,Location description,Borough,Functional area for monitoring,Road type,Is it on the strategic CIO panel?,Easting (UK Grid),Northing (UK Grid),Latitude,Longitude
K29,0,0,Ewell Road jw Princes Avenue,Kingston upon Thames,Outer,0,0,519387,166226,51.382536,-0.28583032
K3,0,0,Kingston Hill jw Queen's Road,Kingston upon Thames,Outer,0,0,519417,169950,51.416,-0.28414745
K30,0,0,Ewell Road jw Ditton Road,Kingston upon Thames,Outer,0,0,518738,166497,51.385108,-0.29506131
K31_x,0,0,Ewell Road jw St Mark's Hill,Kingston upon Thames,Outer,0,0,518434,167617,51.395238,-0.29905464
K31_y,0,0,Ewell Road jw St Mark's Hill,Kingston upon Thames,Outer,0,0,518434,167617,51.395238,-0.29905464
K32_?,0,0,Kingston Road jw Balgowan Close,Kingston upon Thames,Outer,0,0,521390,168064,51.398631,-0.25643414
K33,0,0,Cambridge Road jw Hawks Road,Kingston upon Thames,Outer,0,0,519084,169246,51.409742,-0.28916996
K34_x,0,0,Elm Road jw Kingston Road,Kingston upon Thames,Outer,0,0,520768,168280,51.400705,-0.2652974
K34_y,0,0,Elm Road jw Kingston Road,Kingston upon Thames,Outer,0,0,520768,168280,51.400705,-0.2652974
K35,0,0,Kingston Road jw King Henry's Road,Kingston upon Thames,Outer,0,0,519721,168812,51.405708,-0.2801618
K36,0,0,Raynes Park ,Merton,Outer,0,0,523185,169288,51.409245,-0.23021992
K37,Cycleway counts,0,The Cut jw Elm Road,Kingston upon Thames,Outer,0,0,520759,168470,51.402414,-0.26536211
K38,Cycleway counts,0,New Malden,Kingston upon Thames,Outer,0,0,521336,168655,51.403954,-0.25700808
K39,Cycleway counts,0,Wheatfield Way jw Orchard Road,Kingston upon Thames,Outer,0,0,518197,169033,51.408013,-0.30198835
K4,0,0,London Road jw Birkenhead Avenue,Kingston upon Thames,Outer,0,0,518992,169467,51.411748,-0.29041805
K5,0,0,Clarence Street jw Wheatfield Way,Kingston upon Thames,Outer,0,0,518271,169347,51.41082,-0.30082029
K9_x,0,0,Cambridge Road jw London Road,Kingston upon Thames,Outer,0,0,518876,169361,51.41082,-0.2921207
K9_y,0,0,Cambridge Road jw London Road,Kingston upon Thames,Outer,0,0,518876,169361,51.41082,-0.2921207
W1,0,0,High Road jw Alexandra Road / Grove Green Road / Ruckholt Road / Warren Road,Waltham Forest,Outer,0,0,538272,186253,51.558219,-0.006793355
W10,0,0,Chingford Mount Road / Old Church Road jw New Road / Hall Lane,Waltham Forest,Outer,0,0,537350,192770,51.617005,-0.017537051
W11_x,0,0,Forest Road jw Woodford New Road,Waltham Forest,Outer,0,0,539335,190281,51.594152,0.010126934
W11_y,0,0,Forest Road jw Woodford New Road,Waltham Forest,Outer,0,0,539335,190281,51.594152,0.010126934
W12,Cycleway counts,0,Forest Road jw Wood Street / Fulbourne Road,Waltham Forest,Outer,0,0,538300,189975,51.591657,-0.004925643
W13_x,0,0,Forest Road jw Blackhorse Road / Blackhorse Lane,Waltham Forest,Outer,0,0,535844,189415,51.587222,-0.040573972
W13_y,0,0,Forest Road jw Blackhorse Road / Blackhorse Lane,Waltham Forest,Outer,0,0,535844,189415,51.587222,-0.040573972
W14,Cycleway counts,0,Forest Road jw Highham Hill Road / Palmerston Road,Waltham Forest,Outer,0,0,536540,189633,51.589013,-0.030449305
W15,Cycleway counts,0,Lea Bridge Road jw Orient Way / Argall Way,Waltham Forest,Outer,0,0,536274,187126,51.566549,-0.035258413
W16,Cycleway counts,0,Lea Bridge Road jw Snaresbrook Road / Forest Rise,Waltham Forest,Outer,0,0,539064,189123,51.583814,0.005758806
W17,0,0,Lea Bridge Rad jw Leyton Green Road,Waltham Forest,Outer,0,0,538149,188427,51.577784,-0.007712621
W17,0,0,Essex Road jw Lea Bridge Road,Waltham Forest,Outer,0,0,538149,188428,51.577793,-0.007712228
W18_x,Cycleway counts,0,Lea Bridge Road jw Church Road / Markhouse Road,Waltham Forest,Outer,0,0,536964,187575,51.570417,-0.025134723
W18_y,Cycleway counts,0,Lea Bridge Road jw Church Road / Markhouse Road,Waltham Forest,Outer,0,0,536964,187575,51.570417,-0.025134723
W19,0,0,Blackhorse Road jw High Street,Waltham Forest,Outer,0,0,536339,188796,51.58154,-0.033673648
W2,0,0,Hainault Road jw Leyton High Road,Waltham Forest,Outer,0,0,538101,187303,51.567696,-0.008846317
W20,Cycleway counts,0,Blackhorse Road jw Glenthorne Road,Waltham Forest,Outer,0,0,536237,188912,51.582607,-0.035099871
W21_14_?,0,0,Church Lane / Vallentin Road jw Shernhall Street,Waltham Forest,Outer,0,0,538094,189312,51.58575,-0.008158093
W21_spr17,Cycleway counts,0,East Avenue cut through ,Waltham Forest,Outer,0,0,537655,189048,51.583485,-0.0145939
W23_?,0,0,Vallentin Road jw Wood Street,Waltham Forest,Outer,0,0,538459,189411,51.58655,-0.002854142
W24,Cycleway counts,0,Selborne Road / Cranbrook Mews jw Willow Walk,Waltham Forest,Outer,0,0,536718,188875,51.582159,-0.028176456
W25_?,0,0,Hainault Road jw Fairlop Road,Waltham Forest,Outer,0,0,538734,187721,51.571297,0.000445642
W26,0,0,Fairlop Road jw Grove Green Road,Waltham Forest,Outer,0,0,539192,187383,51.568147,0.006916153
W27_?,0,0,Essex Road jw James Lane,Waltham Forest,Outer,0,0,538664,187936,51.573246,-0.000478969
W28,0,0,Church Road jw Oliver Road,Waltham Forest,Outer,0,0,537591,186790,51.563211,-0.016400589
W3,0,0,High Road jw Leyton Green Road / Capworth Street,Waltham Forest,Outer,0,0,538016,187987,51.573863,-0.009803479
W30_spr17,Cycleway counts,0,Grange Park Road / Manor Road jw Park Road ,Waltham Forest,Outer,0,0,537562,187256,51.567405,-0.016636472
W4_x,0,0,Lea Bridge Road jw High Road,Waltham Forest,Outer,0,0,537796,188146,51.575346,-0.012913741
W4_y,0,0,Lea Bridge Road jw High Road,Waltham Forest,Outer,0,0,537796,188146,51.575346,-0.012913741
W5,0,0,Hoe Street jw Queens Road / Orford Road,Waltham Forest,Outer,0,0,537402,188673,51.580177,-0.018389754
W6_x,0,0,Hoe Street jw St Mary Road / Selborne Road,Waltham Forest,Outer,0,0,537356,189016,51.583271,-0.018919153
W6_y,0,0,Hoe Street jw St Mary Road / Selborne Road,Waltham Forest,Outer,0,0,537356,189016,51.583271,-0.018919153
W8_x,0,0,Forest Road jw Chingford Road / Hoe Street,Waltham Forest,Outer,0,0,537442,189786,51.590169,-0.017377495
W8_y,0,0,Forest Road jw Chingford Road / Hoe Street,Waltham Forest,Outer,0,0,537442,189786,51.590169,-0.017377495
W9,0,0,Chingford Road jw Walthamstow Avenue,Waltham Forest,Outer,0,0,537431,191004,51.601116,-0.017059516
OUTCY001,Strategic counts,0,High Road Leyton,Waltham Forest,Outer,A Road,1,538032.2664,186597.9861,51.561369,-0.01011822
OUTCY002,Strategic counts,0,High Road Woodford Green,Redbridge,Outer,A Road,1,540222.369,192346.2507,51.612488,0.023748547
OUTCY003,Strategic counts,0,Wood Lane,Barking & Dagenham,Outer,A Road,1,549195.84,186902.1291,51.561269,0.15093316
OUTCY004,Strategic counts,0,London Road,Havering,Outer,A Road,1,549109.9512,188238.8864,51.573296,0.1502598
OUTCY005,Strategic counts,0,Nags Head Road,Enfield,Outer,A Road,1,535646.525,196128.658,51.647593,-0.040833918
OUTCY006,Strategic counts,0,Romford Road,Newham,Outer,A Road,1,539826.5813,184748.2656,51.544312,0.015010848
OUTCY007,Strategic counts,0,Walthamstow Avenue (North Circular Road),Waltham Forest,Outer,A Road,1,536880.7117,191479.2689,51.605519,-0.024824959
OUTCY008,Strategic counts,0,Romford Road,Redbridge,Outer,A Road,1,548028.0178,191638.5033,51.60413,0.13610526
OUTCY009,Strategic counts,0,High Road,Haringey,Outer,A Road,1,533804.2485,189978.3185,51.592769,-0.069787505
OUTCY010,Strategic counts,0,Barking Road,Newham,Outer,A Road,1,542664.8611,183589.7672,51.533188,0.05543975
OUTCY011,Strategic counts,0,New Road,Havering,Outer,A Road,1,550309.9291,183039.3648,51.526265,0.16534314
OUTCY012,Strategic counts,0,Woolwich Manor Way,Newham,Outer,A Road,1,543092.7386,181446.7007,51.513824,0.060736478
OUTCY013,Strategic counts,0,Eltham High Street,Greenwich,Outer,A Road,1,543075.0035,174428.1297,51.450767,0.057650946
OUTCY014,Strategic counts,0,Long Lane,Croydon,Outer,A Road,1,535293.2901,167350.5956,51.389072,-0.056970599
OUTCY015,Strategic counts,0,Lewisham High Street,Lewisham,Outer,A Road,1,538300.0082,175683.3804,51.46323,-0.010532112
OUTCY016,Strategic counts,0,Park View Road,Bexley,Outer,A Road,1,546795.7687,175786.201,51.462018,0.1117113
OUTCY017,Strategic counts,0,Court Road (Orpington by-pass),Bromley,Outer,A Road,1,546870.1391,166406.116,51.377715,0.10890658
OUTCY018,Strategic counts,0,Masons Hill,Bromley,Outer,A Road,1,541034.8455,168202.8517,51.395332,0.025822406
OUTCY019,Strategic counts,0,Woolwich Common,Greenwich,Outer,A Road,1,543284.898,178024.9401,51.483027,0.06211305
OUTCY020,Strategic counts,0,Kent Gate Way,Croydon,Outer,A Road,1,536857.1555,163642.1372,51.355376,-0.03593363
OUTCY021,Strategic counts,0,Richmond Road,Kingston upon Thames,Outer,A Road,1,517788.1019,171442.5843,51.42975,-0.30706632
OUTCY022,Strategic counts,0,Leatherhead Road,Kingston upon Thames,Outer,A Road,1,517663.4531,163320.3393,51.356777,-0.31155306
OUTCY023,Strategic counts,0,London Road,Croydon,Outer,A Road,1,530883.683,168954.1066,51.40452,-0.11972242
OUTCY024,Strategic counts,0,Reigate Avenue,Sutton,Outer,A Road,1,525648.8442,166242.9527,51.38133,-0.19590257
OUTCY025,Strategic counts,0,Brighton Road,Croydon,Outer,A Road,1,530577.2635,160519.521,51.328787,-0.12721437
OUTCY026,Strategic counts,0,Western Road,Merton,Outer,A Road,1,527449.1945,169191.4787,51.407432,-0.16897951
OUTCY027,Strategic counts,0,Morden Road,Merton,Outer,A Road,1,525837.7633,169102.3642,51.406991,-0.19217525
OUTCY028,Strategic counts,0,Kingston Road,Kingston upon Thames,Outer,A Road,1,520481.6067,168407.803,51.401907,-0.26937803
OUTCY029,Strategic counts,0,Kingston Hill,Kingston upon Thames,Outer,A Road,1,519745.4217,170270.4398,51.418807,-0.27932503
OUTCY030,Strategic counts,0,Chertsey Road,Richmond upon Thames,Outer,A Road,1,514547.2734,173488.3887,51.448803,-0.35300424
OUTCY031,Strategic counts,0,Croydon Road,Sutton,Outer,A Road,1,529938.0322,164986.9922,51.369078,-0.13475124
OUTCY032,Strategic counts,0,Robin Hood Way (Kingston by-pass),Kingston upon Thames,Outer,A Road,1,521331.5571,171184.4382,51.426684,-0.25621525
OUTCY033,Strategic counts,0,Uxbridge Road (Wood End),Hillingdon,Outer,A Road,1,509965.5012,181405.4025,51.520868,-0.41645087
OUTCY034,Strategic counts,0,Uxbridge Road (Dormer's Wells),Ealing,Outer,A Road,1,513377.7692,180416.1357,51.511306,-0.36761214
OUTCY035,Strategic counts,0,Great West Road,Hounslow,Outer,A Road,1,511830.7567,176398.4157,51.4755,-0.39116696
OUTCY036,Strategic counts,CSHCY155,London Road (Isleworth station),Hounslow,Outer,A Road,1,515441.714,176433.246,51.47509,-0.33918437
OUTCY037,Strategic counts,0,Staines Road,Hounslow,Outer,A Road,1,509699.9443,174082.4287,51.4551,-0.42255624
OUTCY038,Strategic counts,0,Twickenham Road (bridge),Richmond upon Thames,Outer,A Road,1,517253.6241,174900.4345,51.46094,-0.31361393
OUTCY039,Strategic counts,0,The Mall,Ealing,Outer,A Road,1,518129.9669,180803.5948,51.513811,-0.29903733
OUTCY040,Strategic counts,0,Boston Manor Road,Hounslow,Outer,A Road,1,516412.8999,178756.5707,51.49577,-0.32444448
OUTCY041,Strategic counts,0,Dawley Road,Hillingdon,Outer,A Road,1,508852.3932,180101.8256,51.509363,-0.43288847
OUTCY042,Strategic counts,CSHCY143,Chiswick High Road,Hounslow,Outer,A Road,1,521433.5732,178547.4506,51.492836,-0.25222285
OUTCY043,Strategic counts,QWPCY209,High Street,Richmond upon Thames,Outer,A Road,1,515898.3174,171050.4466,51.426616,-0.33436872
OUTCY044,Strategic counts,0,Brighton Road,Croydon,Outer,A Road,1,532544.8979,163759.5336,51.357449,-0.097793394
OUTCY045,Strategic counts,0,Sheen Road,Richmond upon Thames,Outer,A Road,1,518683.1527,175071.8655,51.462179,-0.29298248
OUTCY046,Strategic counts,0,Western Avenue,Hillingdon,Outer,A Road,1,509893.4312,184448.1715,51.548233,-0.41653943
OUTCY047,Strategic counts,0,Northolt Road,Ealing,Outer,A Road,1,513639.4592,185506.0087,51.557001,-0.36219726
OUTCY048,Strategic counts,0,Edgware Road,Barnet,Outer,A Road,1,520836.4659,189543.303,51.591788,-0.25704625
OUTCY049,Strategic counts,0,High Road,Barnet,Outer,A Road,1,526326.0358,192436.7448,51.616583,-0.17679548
OUTCY050,Strategic counts,0,High Road,Haringey,Outer,A Road,1,530966.4304,190481.0746,51.597956,-0.11054534
OUTCY051,Strategic counts,0,Bramley Road,Enfield,Outer,A Road,1,529381.3339,196032.3456,51.648206,-0.13136764
OUTCY052,Strategic counts,0,Pinner Road,Harrow,Outer,A Road,1,513620.2977,188762.8864,51.586268,-0.36141933
OUTCY053,Strategic counts,0,Edgware Road,Barnet,Outer,A Road,1,523256.7046,186503.4032,51.563944,-0.22319566
OUTCY054,Strategic counts,0,Watford Road,Brent,Outer,A Road,1,516439.1357,186811.3551,51.568159,-0.32139497
OUTCY055,Strategic counts,0,Ilford Lane,Redbridge,Outer,A Road,1,544188.4248,184851.4961,51.544141,0.07791277
OUTCY056,Strategic counts,0,Chislehurst High Street,Bromley,Outer,A Road,1,543815.0307,170900.8894,51.418878,0.066861594
OUTCY057,Strategic counts,0,Godstone Road,Croydon,Outer,A Road,1,533624.5886,159278.9661,51.316927,-0.083971574
OUTCY058,Strategic counts,0,Station Road,Bexley,Outer,A Road,1,546179.5246,171996.5658,51.428122,0.10128642
OUTCY059,Strategic counts,0,Gunnersbury Avenue,Ealing,Outer,A Road,1,518808.8652,179786.226,51.504529,-0.28959927
OUTCY060,Strategic counts,0,Colnbrook by-pass,Hillingdon,Outer,A Road,1,505221.8785,177111.5016,51.483175,-0.48608001
OUTCY061,Strategic counts,0,Pound Street,Sutton,Outer,A Road,1,527794.2751,164424.8231,51.364513,-0.1657358
OUTCY062,Strategic counts,0,Woodcote Road,Sutton,Outer,A Road,1,529329.7445,161819.169,51.340755,-0.14464518
OUTCY063,Strategic counts,0,St Margaret's Road,Richmond upon Thames,Outer,A Road,1,516810.6087,174273.554,51.455396,-0.32019455
OUTCY064,Strategic counts,0,West End Road,Hillingdon,Outer,A Road,1,510101.5365,185984.7817,51.561998,-0.41306056
OUTCY065,Strategic counts,0,High Road,Brent,Outer,A Road,1,518177.3677,185104.4137,51.552456,-0.2969039
OUTCY066,Strategic counts,0,The Bourne,Enfield,Outer,A Road,1,530017.16,194135.5485,51.631012,-0.12288451
OUTCY067,Strategic counts,0,Stopford Lane,Newham,Outer,A Road,1,540346.7045,183853.3618,51.536141,0.022148105
OUTCY068,Strategic counts,0,Cranbrook Road,Redbridge,Outer,A Road,1,543165.1137,187656.7031,51.569606,0.06431163
OUTCY069,Strategic counts,0,Dagenham Road,Havering,Outer,A Road,1,551139.2421,184081.5665,51.535406,0.17774531
OUTCY070,Strategic counts,0,Croydon Road,Bromley,Outer,A Road,1,541647.668,165123.4532,51.367512,0.033400956
OUTCY071,Strategic counts,0,Bromley Road,Lewisham,Outer,A Road,1,538343.7565,171721.5045,51.427616,-0.011460879
OUTCY072,Strategic counts,0,Anerley Road,Bromley,Outer,A Road,1,534567.1063,169845.3615,51.411666,-0.066452845
OUTCY073,Strategic counts,0,Burnt Ash Hill,Lewisham,Outer,A Road,1,539950.1913,174244.7622,51.449894,0.012635439
OUTCY074,Strategic counts,0,Woolwich Road,Bexley,Outer,A Road,1,547846.4121,177968.5063,51.48135,0.12774131
OUTCY075,Strategic counts,0,Sidcup Road,Greenwich,Outer,A Road,1,543706.1711,172597.6537,51.434154,0.065982844
OUTCY076,Strategic counts,0,Shooters Hill Road,Greenwich,Outer,A Road,1,541775.1861,176971.6416,51.473945,0.039973815
OUTCY077,Strategic counts,0,Kingston Road,Merton,Outer,A Road,1,524315.4612,169315.5232,51.409241,-0.21397163
OUTCY078,Strategic counts,0,London Road,Sutton,Outer,A Road,1,528578.5783,165863.8712,51.377268,-0.1539605
OUTCY079,Strategic counts,0,Horn Lane,Ealing,Outer,A Road,1,520381.5034,181242.3392,51.517282,-0.26644983
OUTCY080,Strategic counts,0,Greenford Road,Ealing,Outer,A Road,1,514208.4591,180844.9429,51.514985,-0.35550407
OUTCY081,Strategic counts,0,Wellington Road North,Hounslow,Outer,A Road,1,512730.7463,175530.8641,51.46752,-0.37849016
OUTCY082,Strategic counts,0,Heath Road,Richmond upon Thames,Outer,A Road,1,515604.6778,173115.7254,51.445236,-0.33792208
OUTCY083,Strategic counts,0,London Road,Merton,Outer,A Road,1,527224.7805,168144.6983,51.398073,-0.1725878
OUTCY084,Strategic counts,0,Coombe Lane West,Kingston upon Thames,Outer,A Road,1,520865.7936,170060.21,51.416682,-0.26329765
OUTCY085,Strategic counts,0,Blackbird Hill,Brent,Outer,A Road,1,520625.0625,186435.4627,51.563901,-0.26115706
OUTCY086,Strategic counts,0,Long Lane,Hillingdon,Outer,A Road,1,507546.8043,183634.8043,51.541368,-0.45062244
OUTCY087,Strategic counts,0,Whitton Avenue East,Ealing,Outer,A Road,1,516465.9899,184905.7805,51.551023,-0.32165075
OUTCY088,Strategic counts,0,The Bridge,Harrow,Outer,A Road,1,515555.8093,189372.7919,51.591358,-0.33330179
OUTCY089,Strategic counts,0,Cockfosters Road,Enfield,Outer,A Road,1,527894.3454,196800.9756,51.655447,-0.15256754
OUTCY090,Strategic counts,0,Totteridge Lane,Barnet,Outer,A Road,1,525953.524,193971.3555,51.630462,-0.1816286
OUTCY091,Strategic counts,0,Brent Street,Barnet,Outer,A Road,1,523423.2961,188933.5776,51.585745,-0.21993465
OUTCY092,Strategic counts,0,Ruislip Road,Ealing,Outer,B Road,1,512718.6838,182805.1118,51.532909,-0.37634086
OUTCY093,Strategic counts,0,Green Lane,Hillingdon,Outer,B Road,1,509316.4665,191453.3063,51.611305,-0.42267917
OUTCY094,Strategic counts,0,Durnsford Road,Haringey,Outer,B Road,1,529685.1809,191123.0009,51.604021,-0.12879224
OUTCY095,Strategic counts,0,Wood Street,Waltham Forest,Outer,B Road,1,538464.357,189400.324,51.58645,-0.002786353
OUTCY096,Strategic counts,0,Larkshall Road,Waltham Forest,Outer,B Road,1,538484.4997,191898.3589,51.608892,-0.001512656
OUTCY097,Strategic counts,0,Heathfield Road,Bromley,Outer,B Road,1,541260.5541,164495.7128,51.361965,0.027596085
OUTCY098,Strategic counts,0,Abbey Road,Bexley,Outer,B Road,1,548073.2502,178977.7774,51.490357,0.13143069
OUTCY099,Strategic counts,0,Crayford Way,Bexley,Outer,B Road,1,551540.7766,174890.4274,51.452718,0.1795793
OUTCY100,Strategic counts,0,High Street Sutton,Sutton,Outer,B Road,1,525732.3255,164839.8343,51.368702,-0.19519213
OUTCY101,Strategic counts,0,Ealing Road,Hounslow,Outer,B Road,1,518154.8257,177722.2968,51.486116,-0.29970804
OUTCY102,Strategic counts,0,Coombe Road,Kingston upon Thames,Outer,B Road,1,521310.6888,168799.6009,51.405254,-0.25733249
OUTCY103,Strategic counts,0,Syon Lane,Hounslow,Outer,B Road,1,516448.0651,177214.6621,51.481903,-0.32443426
OUTCY104,Strategic counts,0,Osidge Lane,Barnet,Outer,B Road,1,528500.9428,194179.356,51.631755,-0.14477386
OUTCY105,Strategic counts,0,Park Royal Road,Ealing,Outer,B Road,1,520402.4624,182089.3367,51.52489,-0.2658582
OUTCY106,Strategic counts,0,Havering Road,Havering,Outer,B Road,1,551094.9414,191762.4178,51.604431,0.18039704
OUTCY107,Strategic counts,0,Plashet Grove,Newham,Outer,B Road,1,542256.4255,184351.4392,51.540138,0.049869172
OUTCY108,Strategic counts,0,Wennington Road,Havering,Outer,B Road,1,552191.4686,182087.2373,51.517208,0.1920405
OUTCY109,Strategic counts,0,Browning Road,Newham,Outer,B Road,1,542739.0584,185061.1561,51.546396,0.057116703
OUTCY110,Strategic counts,0,Ockendon Road,Havering,Outer,B Road,1,558325.0767,185096.9258,51.542557,0.28172362
OUTCY111,Strategic counts,QWPCY161,Hyde Vale,Greenwich,Outer,B Road,1,538338.5786,177088.6781,51.475846,-0.009435982
OUTCY112,Strategic counts,0,Prince Imperial Road,Bromley,Outer,B Road,1,544011.6012,170504.2729,51.41527,0.069517625
OUTCY113,Strategic counts,0,St Mark's Hill,Kingston upon Thames,Outer,B Road,1,518162.5761,167446.6082,51.393757,-0.30301931
OUTCY114,Strategic counts,0,South Parade,Ealing,Outer,B Road,1,520655.1817,178891.742,51.496094,-0.26330642
OUTCY115,Strategic counts,0,North Street,Sutton,Outer,B Road,1,527813.2222,164908.6247,51.368858,-0.1652892
OUTCY116,Strategic counts,0,Swakeleys Road,Hillingdon,Outer,B Road,1,507829.8738,186267.4508,51.56498,-0.44573694
OUTCY117,Strategic counts,0,Argyle Road,Ealing,Outer,B Road,1,516203.0878,182291.5089,51.527584,-0.32628985
OUTCY118,Strategic counts,0,Hammers Lane,Barnet,Outer,B Road,1,522187.4356,192259.2956,51.615905,-0.23660815
OUTCY119,Strategic counts,0,Blackhorse Lane,Waltham Forest,Outer,B Road,1,535862.4136,189474.7627,51.587748,-0.040291502
OUTCY120,Strategic counts,0,Katherine Road,Newham,Outer,B Road,1,542118.1476,183492.3551,51.532454,0.047534195
OUTCY121,Strategic counts,0,Prince of Wales Road,Lewisham,Outer,B Road,1,539982.5614,176759.7623,51.472486,0.014090426
